current seq_region name,new seq_region name,INSDC accession,Notes
AS2_scf7180000687121,KL639305,KL639305,
AS2_scf7180000687122,KL639306,KL639306,
AS2_scf7180000687123,KL639307,KL639307,
AS2_scf7180000687124,KL639308,KL639308,
AS2_scf7180000687125,KE523874,KE523874,
AS2_scf7180000687126,KL639309,KL639309,
AS2_scf7180000687127,KE523875,KE523875,
AS2_scf7180000687128,KL639310,KL639310,
AS2_scf7180000687129,KL639311,KL639311,
AS2_scf7180000687130,KL639312,KL639312,
AS2_scf7180000687131,KL639313,KL639313,
AS2_scf7180000687132,KL639314,KL639314,
AS2_scf7180000687133,KL639315,KL639315,
AS2_scf7180000687134,KE523876,KE523876,
AS2_scf7180000687135,KL639316,KL639316,
AS2_scf7180000687136,KE523877,KE523877,
AS2_scf7180000687137,KL639317,KL639317,
AS2_scf7180000687138,KL639318,KL639318,
AS2_scf7180000687139,KL639319,KL639319,
AS2_scf7180000687140,KL639320,KL639320,
AS2_scf7180000687141,KL639321,KL639321,
AS2_scf7180000687142,KL639322,KL639322,
AS2_scf7180000687143,KL639323,KL639323,
AS2_scf7180000687144,KE523878,KE523878,
AS2_scf7180000687145,KL639324,KL639324,
AS2_scf7180000687146,KL639325,KL639325,
AS2_scf7180000687147,KL639326,KL639326,
AS2_scf7180000687148,KL639327,KL639327,
AS2_scf7180000687149,KL639328,KL639328,
AS2_scf7180000687150,KL639329,KL639329,
AS2_scf7180000687151,KL639330,KL639330,
AS2_scf7180000687152,KL639331,KL639331,
AS2_scf7180000687153,KL639332,KL639332,
AS2_scf7180000687154,KL639333,KL639333,
AS2_scf7180000687155,KL639334,KL639334,
AS2_scf7180000687156,KL639335,KL639335,
AS2_scf7180000687157,KL639336,KL639336,
AS2_scf7180000687158,KL639337,KL639337,
AS2_scf7180000687159,KL639338,KL639338,
AS2_scf7180000687160,KL639339,KL639339,
AS2_scf7180000687161,KE523879,KE523879,
AS2_scf7180000687162,KL639340,KL639340,
AS2_scf7180000687163,KE523880,KE523880,
AS2_scf7180000687164,KL639341,KL639341,
AS2_scf7180000687165,KL639342,KL639342,
AS2_scf7180000687166,KL639343,KL639343,
AS2_scf7180000687167,KL639344,KL639344,
AS2_scf7180000687168,KL639345,KL639345,
AS2_scf7180000687169,KE523881,KE523881,
AS2_scf7180000687170,KL639346,KL639346,
AS2_scf7180000687171,KL639347,KL639347,
AS2_scf7180000687172,KE523882,KE523882,
AS2_scf7180000687173,KL639348,KL639348,
AS2_scf7180000687174,KL639349,KL639349,
AS2_scf7180000687175,KL639350,KL639350,
AS2_scf7180000687176,KL639351,KL639351,
AS2_scf7180000687177,KL639352,KL639352,
AS2_scf7180000687178,KL639353,KL639353,
AS2_scf7180000687179,KL639354,KL639354,
AS2_scf7180000687180,KE523883,KE523883,
AS2_scf7180000687181,KL639355,KL639355,
AS2_scf7180000687182,KL639356,KL639356,
AS2_scf7180000687183,KL639357,KL639357,
AS2_scf7180000687184,KL639358,KL639358,
AS2_scf7180000687185,KL639359,KL639359,
AS2_scf7180000687186,KL639360,KL639360,
AS2_scf7180000687187,KL639361,KL639361,
AS2_scf7180000687188,KL639362,KL639362,
AS2_scf7180000687189,KL639363,KL639363,
AS2_scf7180000687190,KL639364,KL639364,
AS2_scf7180000687191,KL639365,KL639365,
AS2_scf7180000687192,KL639366,KL639366,
AS2_scf7180000687193,KL639367,KL639367,
AS2_scf7180000687194,KL639368,KL639368,
AS2_scf7180000687195,KL639369,KL639369,
AS2_scf7180000687196,KL639370,KL639370,
AS2_scf7180000687197,KL639371,KL639371,
AS2_scf7180000687198,KL639372,KL639372,
AS2_scf7180000687199,KL639373,KL639373,
AS2_scf7180000687200,KL639374,KL639374,
AS2_scf7180000687201,KE523884,KE523884,
AS2_scf7180000687202,KL639375,KL639375,
AS2_scf7180000687203,KE523885,KE523885,
AS2_scf7180000687204,KL639376,KL639376,
AS2_scf7180000687205,KL639377,KL639377,
AS2_scf7180000687206,KL639378,KL639378,
AS2_scf7180000687207,KL639379,KL639379,
AS2_scf7180000687208,KL639380,KL639380,
AS2_scf7180000687209,KL639381,KL639381,
AS2_scf7180000687210,KL639382,KL639382,
AS2_scf7180000687211,KL639383,KL639383,
AS2_scf7180000687212,KL639384,KL639384,
AS2_scf7180000687213,KL639385,KL639385,
AS2_scf7180000687214,KL639386,KL639386,
AS2_scf7180000687215,KL639387,KL639387,
AS2_scf7180000687216,KL639388,KL639388,
AS2_scf7180000687217,KL639389,KL639389,
AS2_scf7180000687218,KL639390,KL639390,
AS2_scf7180000687219,KL639391,KL639391,
AS2_scf7180000687220,KL639392,KL639392,
AS2_scf7180000687221,KL639393,KL639393,
AS2_scf7180000687222,KL639394,KL639394,
AS2_scf7180000687223,KL639395,KL639395,
AS2_scf7180000687224,KL639396,KL639396,
AS2_scf7180000687225,KL639397,KL639397,
AS2_scf7180000687226,KL639398,KL639398,
AS2_scf7180000687227,KL639399,KL639399,
AS2_scf7180000687228,KL639400,KL639400,
AS2_scf7180000687229,KL639401,KL639401,
AS2_scf7180000687230,KL639402,KL639402,
AS2_scf7180000687231,KL639403,KL639403,
AS2_scf7180000687232,KL639404,KL639404,
AS2_scf7180000687233,KL639405,KL639405,
AS2_scf7180000687234,KE523886,KE523886,
AS2_scf7180000687235,KL639406,KL639406,
AS2_scf7180000687236,KL639407,KL639407,
AS2_scf7180000687237,KL639408,KL639408,
AS2_scf7180000687238,KL639409,KL639409,
AS2_scf7180000687239,KL639410,KL639410,
AS2_scf7180000687240,KL639411,KL639411,
AS2_scf7180000687241,KL639412,KL639412,
