current seq_region name,new seq_region name,INSDC accession,Notes
supercont3.1415,DS233227,DS233227,
supercont3.1416,DS233228,DS233228,
supercont3.1417,DS233229,DS233229,
supercont3.1418,DS233230,DS233230,
supercont3.1419,DS233231,DS233231,
supercont3.142,DS231954,DS231954,
supercont3.1420,DS233232,DS233232,
supercont3.1421,DS233233,DS233233,
supercont3.1422,DS233234,DS233234,
supercont3.1423,DS233235,DS233235,
supercont3.1424,DS233236,DS233236,
supercont3.1425,DS233237,DS233237,
supercont3.1426,DS233238,DS233238,
supercont3.1427,DS233239,DS233239,
supercont3.1428,DS233240,DS233240,
supercont3.1429,DS233241,DS233241,
supercont3.143,DS231955,DS231955,
supercont3.1430,DS233242,DS233242,
supercont3.1431,DS233243,DS233243,
supercont3.1432,DS233244,DS233244,
supercont3.1433,DS233245,DS233245,
supercont3.1434,DS233246,DS233246,
supercont3.1435,DS233247,DS233247,
supercont3.1436,DS233248,DS233248,
supercont3.1437,DS233249,DS233249,
supercont3.1438,DS233250,DS233250,
supercont3.1439,DS233251,DS233251,
supercont3.144,DS231956,DS231956,
supercont3.1440,DS233252,DS233252,
supercont3.1441,DS233253,DS233253,
supercont3.1442,DS233254,DS233254,
supercont3.1443,DS233255,DS233255,
supercont3.1444,DS233256,DS233256,
supercont3.1445,DS233257,DS233257,
supercont3.1446,DS233258,DS233258,
supercont3.1447,DS233259,DS233259,
supercont3.1448,DS233260,DS233260,
supercont3.1449,DS233261,DS233261,
supercont3.145,DS231957,DS231957,
supercont3.1450,DS233262,DS233262,
supercont3.1451,DS233263,DS233263,
supercont3.1452,DS233264,DS233264,
supercont3.1453,DS233265,DS233265,
supercont3.1454,DS233266,DS233266,
supercont3.1455,DS233267,DS233267,
supercont3.1456,DS233268,DS233268,
supercont3.1457,DS233269,DS233269,
supercont3.1458,DS233270,DS233270,
supercont3.1459,DS233271,DS233271,
supercont3.146,DS231958,DS231958,
supercont3.1460,DS233272,DS233272,
supercont3.1461,DS233273,DS233273,
supercont3.1462,DS233274,DS233274,
supercont3.1463,DS233275,DS233275,
supercont3.1464,DS233276,DS233276,
supercont3.1465,DS233277,DS233277,
supercont3.1466,DS233278,DS233278,
supercont3.1467,DS233279,DS233279,
supercont3.1468,DS233280,DS233280,
supercont3.1469,DS233281,DS233281,
supercont3.147,DS231959,DS231959,
supercont3.1470,DS233282,DS233282,
supercont3.1471,DS233283,DS233283,
supercont3.1472,DS233284,DS233284,
supercont3.1473,DS233285,DS233285,
supercont3.1474,DS233286,DS233286,
supercont3.1475,DS233287,DS233287,
supercont3.1476,DS233288,DS233288,
