current seq_region name,new seq_region name,INSDC accession,Notes
scaffold_00365,KE389223,KE389223,
scaffold_00366,KE389224,KE389224,
scaffold_00367,KE389225,KE389225,
scaffold_00368,KE389226,KE389226,
scaffold_00369,KE389227,KE389227,
scaffold_00370,KE389228,KE389228,
scaffold_00371,KE389229,KE389229,
scaffold_00372,KE389230,KE389230,
scaffold_00373,KE389231,KE389231,
scaffold_00374,ALPR02008557,ALPR02008557,
scaffold_00375,ALPR02008558,ALPR02008558,
scaffold_00376,KE389232,KE389232,
scaffold_00377,KE389233,KE389233,
scaffold_00378,ALPR02008565,ALPR02008565,
scaffold_00379,ALPR02008566,ALPR02008566,
scaffold_00380,KE389234,KE389234,
scaffold_00381,KE389235,KE389235,
scaffold_00382,ALPR02008571,ALPR02008571,
scaffold_00383,KE389236,KE389236,
scaffold_00384,KE389237,KE389237,
scaffold_00385,ALPR02008576,ALPR02008576,
scaffold_00386,ALPR02008577,ALPR02008577,
scaffold_00387,KE389238,KE389238,
scaffold_00388,KE389239,KE389239,
scaffold_00389,KE389240,KE389240,
scaffold_00390,KE389241,KE389241,
scaffold_00391,ALPR02008586,ALPR02008586,
scaffold_00392,ALPR02008587,ALPR02008587,
scaffold_00393,KE389242,KE389242,
scaffold_00394,KE389243,KE389243,
scaffold_00395,KE389244,KE389244,
scaffold_00396,ALPR02008596,ALPR02008596,
scaffold_00397,ALPR02008597,ALPR02008597,
scaffold_00398,KE389245,KE389245,
scaffold_00399,KE389246,KE389246,
scaffold_00400,ALPR02008604,ALPR02008604,
scaffold_00402,KE389247,KE389247,
scaffold_00403,KE389248,KE389248,
scaffold_00404,KE389249,KE389249,
scaffold_00405,KE389250,KE389250,
scaffold_00406,ALPR02008614,ALPR02008614,
scaffold_00407,KE389251,KE389251,
scaffold_00408,KE389252,KE389252,
scaffold_00409,KE389253,KE389253,
scaffold_00410,ALPR02008623,ALPR02008623,
scaffold_00411,KE389254,KE389254,
scaffold_00412,KE389255,KE389255,
scaffold_00413,ALPR02008628,ALPR02008628,
scaffold_00414,ALPR02008629,ALPR02008629,
scaffold_00415,KE389256,KE389256,
scaffold_00416,ALPR02008632,ALPR02008632,
scaffold_00417,KE389257,KE389257,
scaffold_00418,ALPR02008635,ALPR02008635,
scaffold_00419,ALPR02008636,ALPR02008636,
scaffold_00420,ALPR02008637,ALPR02008637,
scaffold_00421,ALPR02008638,ALPR02008638,
scaffold_00422,KE389258,KE389258,
scaffold_00423,KE389259,KE389259,
scaffold_00424,KE389260,KE389260,
scaffold_00425,ALPR02008647,ALPR02008647,
scaffold_00426,KE389261,KE389261,
scaffold_00427,ALPR02008650,ALPR02008650,
scaffold_00428,ALPR02008651,ALPR02008651,
scaffold_00429,ALPR02008652,ALPR02008652,
scaffold_00430,KE389262,KE389262,
scaffold_00431,KE389263,KE389263,
scaffold_00432,KE389264,KE389264,
scaffold_00433,KE389265,KE389265,
scaffold_00434,ALPR02008664,ALPR02008664,
scaffold_00435,ALPR02008665,ALPR02008665,
scaffold_00436,ALPR02008666,ALPR02008666,
scaffold_00437,KE389266,KE389266,
scaffold_00438,ALPR02008669,ALPR02008669,
scaffold_00439,KE389267,KE389267,
scaffold_00440,ALPR02008673,ALPR02008673,
scaffold_00441,KE389268,KE389268,
scaffold_00442,ALPR02008677,ALPR02008677,
scaffold_00443,ALPR02008678,ALPR02008678,
scaffold_00444,KE389269,KE389269,
scaffold_00445,KE389270,KE389270,
scaffold_00446,ALPR02008683,ALPR02008683,
scaffold_00447,KE389271,KE389271,
scaffold_00448,ALPR02008686,ALPR02008686,
scaffold_00449,ALPR02008687,ALPR02008687,
scaffold_00450,KE389272,KE389272,
scaffold_00451,KE389273,KE389273,
scaffold_00452,ALPR02008692,ALPR02008692,
scaffold_00453,KE389274,KE389274,
scaffold_00454,KE389275,KE389275,
scaffold_00455,KE389276,KE389276,
scaffold_00456,ALPR02008700,ALPR02008700,
scaffold_00457,KE389277,KE389277,
scaffold_00458,KE389278,KE389278,
scaffold_00459,ALPR02008706,ALPR02008706,
scaffold_00460,KE389279,KE389279,
scaffold_00461,KE389280,KE389280,
scaffold_00462,KE389281,KE389281,
scaffold_00463,KE389282,KE389282,
scaffold_00464,KE389283,KE389283,
scaffold_00465,KE389284,KE389284,
scaffold_00466,ALPR02008719,ALPR02008719,
scaffold_00467,ALPR02008720,ALPR02008720,
scaffold_00468,ALPR02008721,ALPR02008721,
scaffold_00469,KE389285,KE389285,
scaffold_00470,ALPR02008724,ALPR02008724,
scaffold_00471,ALPR02008725,ALPR02008725,
scaffold_00472,ALPR02008726,ALPR02008726,
scaffold_00473,KE389286,KE389286,
scaffold_00474,KE389287,KE389287,
scaffold_00475,KE389288,KE389288,
scaffold_00476,ALPR02008734,ALPR02008734,
scaffold_00477,KE389289,KE389289,
scaffold_00478,ALPR02008737,ALPR02008737,
scaffold_00479,ALPR02008738,ALPR02008738,
scaffold_00480,KE389290,KE389290,
scaffold_00481,ALPR02008741,ALPR02008741,
scaffold_00482,KE389291,KE389291,
scaffold_00483,ALPR02008744,ALPR02008744,
scaffold_00484,ALPR02008745,ALPR02008745,
scaffold_00485,KE389292,KE389292,
scaffold_00486,KE389293,KE389293,
scaffold_00487,KE389294,KE389294,
scaffold_00488,KE389295,KE389295,
scaffold_00489,ALPR02008755,ALPR02008755,
scaffold_00490,ALPR02008756,ALPR02008756,
scaffold_00491,ALPR02008757,ALPR02008757,
scaffold_00492,ALPR02008758,ALPR02008758,
scaffold_00493,ALPR02008759,ALPR02008759,
scaffold_00494,ALPR02008760,ALPR02008760,
scaffold_00495,ALPR02008761,ALPR02008761,
scaffold_00496,KE389296,KE389296,
scaffold_00497,KE389297,KE389297,
scaffold_00498,KE389298,KE389298,
scaffold_00499,ALPR02008768,ALPR02008768,
scaffold_00500,ALPR02008769,ALPR02008769,
scaffold_00501,KE389299,KE389299,
scaffold_00502,KE389300,KE389300,
scaffold_00503,ALPR02008775,ALPR02008775,
scaffold_00504,ALPR02008776,ALPR02008776,
scaffold_00505,ALPR02008777,ALPR02008777,
scaffold_00506,ALPR02008778,ALPR02008778,
scaffold_00507,ALPR02008779,ALPR02008779,
scaffold_00508,ALPR02008780,ALPR02008780,
scaffold_00509,ALPR02008781,ALPR02008781,
scaffold_00510,ALPR02008782,ALPR02008782,
scaffold_00511,ALPR02008783,ALPR02008783,
scaffold_00512,ALPR02008784,ALPR02008784,
scaffold_00513,ALPR02008785,ALPR02008785,
scaffold_00514,ALPR02008786,ALPR02008786,
scaffold_00515,ALPR02008787,ALPR02008787,
scaffold_00516,ALPR02008788,ALPR02008788,
scaffold_00517,ALPR02008789,ALPR02008789,
scaffold_00518,ALPR02008790,ALPR02008790,
scaffold_00519,ALPR02008791,ALPR02008791,
scaffold_00520,ALPR02008792,ALPR02008792,
scaffold_00521,ALPR02008793,ALPR02008793,
scaffold_00522,ALPR02008794,ALPR02008794,
scaffold_00523,ALPR02008795,ALPR02008795,
scaffold_00524,ALPR02008796,ALPR02008796,
scaffold_00525,ALPR02008797,ALPR02008797,
scaffold_00526,ALPR02008798,ALPR02008798,
scaffold_00527,KE389301,KE389301,
scaffold_00528,ALPR02008801,ALPR02008801,
scaffold_00529,ALPR02008802,ALPR02008802,
